CO,C6H6,NMHC,Nox,NO2,O3,T,RH,AH
2.4,7.7,885,284,133,1090,15.7,60.9,1.0774
1.9,5.6,793,204,110,898,16.1,59.5,1.0811
1.3,3.3,670,93,65,663,15.5,63.8,1.1119
1.1,2.1,590,51,41,625,14.7,64.4,1.0704
1,1.6,550,68,45,515,15.4,55.9,0.9722
1.6,5.3,776,198,98,826,14.5,63,1.0319
4.8,20.5,1310,633,194,1542,14.7,63.1,1.0513
2.8,11.8,1043,428,202,1217,17.6,52.2,1.0396
3.6,15.2,1156,463,188,1320,17.3,55.4,1.0836
4.8,17.9,1236,479,184,1368,17.8,53.5,1.0833
5,14.8,1142,469,222,1199,18.3,52.3,1.0922
5.6,18.3,1247,583,221,1375,18.3,52.8,1.1016
7.5,24.4,1414,760,193,1682,17.7,56.6,1.133
7.2,25,1430,691,187,1761,17.3,58.2,1.1435
8.3,29.8,1547,832,188,1883,16.2,62.6,1.1455
8.6,27.9,1501,881,185,1855,15.2,57.5,0.9829
4.3,6.5,835,390,146,1078,14.2,27.7,0.4451
2.6,3.6,689,207,120,620,13.4,14.3,0.2185
2.6,4,711,204,110,645,12.8,14.8,0.218
2.7,3.6,686,243,121,627,12.2,14,0.1988
2.7,4,709,264,126,645,12,14.5,0.2029
2.6,3.5,685,215,117,641,10.8,17,0.2193
0.6,1.5,546,92,70,500,9,23.1,0.2648
0.7,2.8,639,174,96,628,8.7,24.7,0.2785
1.2,6,812,294,136,1040,6.9,39.4,0.3948
2,11.1,1019,412,177,1159,6.3,44.8,0.431
2.8,15.3,1157,573,214,1330,7.2,43.2,0.4417
2.9,17.1,1213,661,243,1402,11.9,27.9,0.3882
2.2,10.3,990,555,192,1104,14.8,17.9,0.2977
1.6,8.5,919,363,149,855,14.8,14.3,0.2397
1.9,10.9,1009,340,137,973,14.7,16.6,0.2756
1.8,11.1,1018,377,149,1009,15.3,14.3,0.2462
3.4,21.1,1327,625,196,1475,13.5,19.5,0.3003
4.6,22.3,1359,870,239,1765,11.1,31.8,0.4187
1.6,10.6,999,421,164,1329,10.2,33.4,0.4143
1.2,8.4,916,294,149,1262,9.5,35.9,0.4273
1.2,7.6,881,339,159,1230,8,39.8,0.4286
0.9,7.1,861,260,149,1229,6.6,44.1,0.4333
0.7,7.2,867,256,133,1196,6.1,45.2,0.4295
2.5,13.9,1114,572,216,1433,5.2,50.8,0.452
0.5,4.9,760,195,120,983,5.3,48.7,0.4364
0.1,2.8,636,101,75,770,4.1,52.2,0.4338
0.2,2.7,633,97,73,788,3.5,55.9,0.4431
0.2,4.9,757,227,116,879,1.3,65.3,0.4457
0.5,5.6,793,253,132,924,3.2,57,0.4434
0.4,6.4,832,234,125,964,7.2,42.8,0.4356
0.8,6.8,846,291,148,1055,10.3,34.2,0.4291
1.5,10.1,981,402,186,1383,10.9,33.8,0.4393
1.9,11.2,1022,492,193,1367,12.2,30,0.4245
1.1,8.7,928,351,174,1120,13.3,24.3,0.3686
0.3,5,763,160,106,775,15.2,18.7,0.3214
0.9,8.2,907,292,127,1150,14.9,21.7,0.3646
2.4,10.9,1012,607,179,1655,11.7,32.7,0.4472
1.1,6.3,825,277,147,1338,9.8,36,0.4364
1.3,7.7,885,348,163,1403,7.1,43.2,0.436
0.8,7.2,864,267,145,1327,5.9,47.8,0.4459
1,7,859,399,186,1346,5.3,50.5,0.453
0.3,5,763,163,116,1132,5.6,48,0.4412
1,8.2,907,297,145,1209,3.9,55.9,0.4568
0.4,5,761,212,122,1044,3.3,58,0.4551
0.1,4.2,722,201,108,959,3.7,57.9,0.4651
0.4,6.8,850,333,149,1133,4.5,54.8,0.466
2.4,16.2,1185,733,232,1511,4.9,55.8,0.4882
3.1,50.7,1981,846,215,2346,5.4,55.1,0.497
2.3,20.1,1301,784,224,1750,7.3,50.6,0.5184
3.6,25.2,1434,953,237,1883,8,49.2,0.5282
3.1,21.8,1347,980,239,1851,8.3,49.3,0.5414
3.5,22.8,1371,1058,235,1919,8.5,49.6,0.5517
4,25.4,1439,1080,199,2078,8.5,52.6,0.5856
6.3,38.3,1735,1301,240,2434,8.9,53.4,0.6117
6.5,33.9,1641,1218,239,2522,8.9,54.2,0.6183
3.3,22.4,1361,884,191,2334,8.5,54.2,0.6054
2.4,16.9,1206,650,164,2199,8.5,57.8,0.6432
1.7,13.9,1112,444,130,1861,7.7,71.1,0.7503
1.3,11.6,1037,370,121,1751,7.9,72.5,0.7766
1.1,10.8,1008,349,118,1652,8,75.3,0.8079
0.8,8.8,930,287,113,1455,8,76.2,0.8217
1.4,7.7,886,316,98,1158,8.5,81.1,0.8989
5.7,27.6,1494,980,160,1800,9.9,77.6,0.9488
5,24.1,1406,1045,185,1862,11.8,72.2,0.9948
5.3,26.5,1466,999,198,2003,13.3,66.9,1.0163
5.4,27.1,1480,955,201,2041,13.8,67,1.0513
7.3,33.2,1624,1189,233,2202,13.9,67.6,1.0666
5.1,25.5,1442,933,202,1966,14.2,66.8,1.073
5.3,27.1,1482,898,186,2030,14.2,67.8,1.0879
7.3,35.4,1673,1201,215,2201,13.6,71,1.1018
10.2,49.5,1959,1369,227,2386,13.2,72.6,1.0936
4.7,21.8,1345,866,147,1853,10,82.5,1.015
4,19.8,1291,718,138,1817,10,82.6,1.0163
3.9,18.6,1257,715,135,1704,10.1,83.5,1.0296
2.8,13.4,1098,558,123,1463,10,83.6,1.0235
1.4,5.4,781,295,81,1019,10.6,78.8,1.008
1,3.4,679,151,66,867,10.5,77.8,0.9839
1,4.1,717,188,64,911,9.8,79.2,0.9567
1.8,8.7,927,380,86,1106,9.5,80.3,0.9532
3.8,18.7,1261,717,114,1479,9.8,80.5,0.9724
3.6,17.7,1231,726,110,1530,11.1,77.2,1.0175
3.3,15.1,1153,558,116,1582,13.3,68.8,1.0505
2,8.8,931,427,162,1235,15.1,58.3,0.9978
2,9.7,967,317,104,1195,15.6,56.2,0.9876
2.9,14.4,1130,436,129,1471,15.4,59.6,1.0375
2.7,14.7,1141,490,146,1582,14.6,63.7,1.0508
3.4,17.4,1222,602,160,1671,13.7,66.8,1.0432
4.5,22.3,1358,732,169,1711,12.3,72.5,1.0331
6.1,30.3,1557,865,167,1852,10.8,77.2,1.0021
8.4,36,1686,1074,181,1961,10.1,79.3,0.9795
4.5,19,1269,773,141,1580,8.6,82.3,0.9198
4.1,16.8,1203,761,123,1428,7.7,84.3,0.8881
4,17.5,1225,781,121,1434,7.1,84.1,0.8557
4,17.4,1221,743,114,1389,6.7,83.2,0.819
2.2,9.4,956,456,89,1025,4.3,85.4,0.7152
2.2,9.4,955,486,94,1050,4,85.7,0.7041
4,21.3,1333,911,127,1411,4.4,81.3,0.689
4.8,22.9,1375,845,137,1549,6.7,72.6,0.718
2.8,11.8,1042,603,171,1434,13.6,48.7,0.7547
2.1,10.6,1000,391,127,1310,14.6,46.5,0.7687
2,11.4,1028,279,109,1227,15.4,43,0.7483
2.5,12.8,1078,358,126,1261,16.4,38.2,0.7081
2.5,13.4,1096,403,136,1261,16.8,37.6,0.7129
4,21.8,1346,707,187,1608,15.4,41.3,0.7151
4.5,21.4,1334,660,173,1653,13.8,48.9,0.7699
2.6,14.5,1134,350,122,1421,11.5,57.3,0.7786
1.8,7.6,883,266,102,1179,9.9,62.1,0.7566
2.5,9.5,959,373,114,1231,9.3,64.5,0.7554
2.3,9.7,967,417,117,1214,9.1,65.7,0.7607
2.1,8.1,901,308,98,1134,8.9,71.8,0.818
1,4.6,743,203,75,885,9.1,77.3,0.8944
4.3,23.1,1379,864,137,1567,10,75,0.9179
5.8,26.6,1470,960,149,1727,10.6,72.7,0.9272
5.6,26.1,1458,1056,197,2021,12.4,64.8,0.931
4,16.4,1192,856,183,1795,13.7,59.9,0.9335
4,18.9,1267,854,179,1852,14.9,57,0.9564
4.9,22.7,1371,854,196,1943,15.5,56.2,0.9814
5.6,27.2,1483,949,208,2058,15.8,56.3,1.0026
5.1,24.1,1407,932,203,1972,15.8,57.9,1.0292
6.2,29.1,1531,1071,213,2098,15.7,58.9,1.0432
7.7,36,1686,1134,233,2244,15.5,61.2,1.067
10.1,45.2,1877,1389,255,2465,15.5,62.8,1.0979
6.4,30.7,1568,866,170,2096,15.6,64.9,1.1396
7.7,37.7,1723,947,167,2190,15.1,67,1.1394
8.1,31.6,1588,1155,205,2234,14.6,67.7,1.1164
4.7,19.9,1293,798,170,2048,13.8,67.8,1.0609
4.3,18.6,1256,696,154,2044,13.4,69,1.0579
4.1,16.9,1207,654,143,1881,13,73.7,1.0957
4.2,18,1238,685,140,1774,12.7,77.5,1.1339
3.8,14.9,1145,574,122,1615,12.4,78.4,1.1269
2.4,9.1,942,319,103,1380,11.9,80.7,1.1199
2,7.3,870,263,97,1251,13.2,75.8,1.1459
1.7,7.6,881,320,99,1173,12.3,81.9,1.1674
2.1,9.2,946,439,110,1217,12.8,80.8,1.1898
2.5,11.1,1017,398,110,1193,13.7,76.3,1.1932
3.9,17.8,1233,699,122,1481,13.8,77.8,1.2201
4.2,16.7,1202,699,136,1532,15.1,73.2,1.244
4,17.6,1228,707,170,1675,15.8,70.5,1.2557
4.4,19.4,1280,743,156,1709,15.4,73.3,1.27
4.7,20.1,1300,745,158,1743,15.6,71.4,1.2596
4.6,19.4,1280,741,174,1774,16.3,68.7,1.2596
4.8,20.5,1312,765,187,1804,16.4,68.2,1.2662
4.5,18.7,1259,632,147,1555,15.6,70.2,1.238
5.6,24.5,1417,808,136,1621,14.2,75.8,1.2202
4.9,21.3,1334,703,134,1614,14,74.6,1.1865
4.6,15.5,1163,667,130,1485,13.7,72.5,1.1326
2.7,10.1,982,359,89,1236,11.2,78.3,1.0415
2.3,7.6,882,289,86,1069,10.8,77.5,1.0027
1.3,4.2,722,138,70,828,10.3,77.6,0.9743
1,3.1,659,86,55,748,10.3,74.9,0.9362
0.9,1.6,554,60,45,663,11.2,69,0.9159
0.7,1.7,560,62,44,644,8.9,77.1,0.8804
0.8,1.5,548,73,50,662,9.5,73.3,0.8719
1,2.6,624,157,74,736,8.6,77.2,0.8617
1.1,2.8,637,166,81,761,8.6,76.6,0.8586
0.8,1.9,573,98,65,696,9.7,72,0.8649
2.2,6.5,835,307,110,1004,11.8,65,0.8966
1.9,6.9,854,252,99,999,13.4,61.9,0.9513
2.7,8.6,922,326,117,1124,13.3,63.3,0.9597
3.2,8.6,926,490,132,1193,11.2,70.9,0.9406
3.2,10.1,981,452,113,1258,9.6,76.5,0.9184
3.5,12.6,1069,542,117,1356,9.9,76.3,0.9296
4.5,16.5,1196,605,127,1468,10.4,74.6,0.9394
3,10.3,988,412,113,1315,10.2,78.4,0.9757
1.4,5.7,800,225,78,956,8.7,84.2,0.9526
4.2,20.6,1312,760,120,1515,9.6,80.8,0.9687
5.9,29.5,1540,948,139,1803,11.3,75.3,1.0048
6.3,28.3,1511,1044,172,1927,13.8,68.5,1.0718
6.6,30.5,1562,1172,232,2197,14.9,64.9,1.0929
5,23,1377,1000,168,2038,15.3,63.2,1.0898
2.5,11.1,1016,366,120,1339,18.6,49.1,1.0425
2.6,12.8,1077,346,121,1328,18.6,49.3,1.0451
1.9,10.8,1007,289,117,1227,18.4,49.9,1.0453
2.3,11.4,1027,316,121,1199,17.9,51.4,1.0488
1.9,8.1,903,238,107,1046,18,51.9,1.0622
1.4,4.6,744,149,87,847,16.5,59.2,1.1021
1.2,4,710,124,78,783,16.3,59.7,1.0941
1,3.9,704,105,69,752,16,61.6,1.1127
1.2,3.6,688,109,67,737,15.6,66.6,1.1763
1.4,5.1,766,169,81,796,13.8,80.4,1.2621
1.2,4.5,737,124,75,765,13.2,84.4,1.2779
0.6,1.2,518,50,42,539,13.8,81.3,1.2767
0.6,1.4,534,47,38,483,13.6,75.5,1.172
0.7,1.9,575,110,64,537,11.5,81.4,1.1025
1.1,3.6,690,193,86,707,11.8,80.7,1.1181
2.5,11,1015,475,127,1070,12.3,78.9,1.1283
3.6,17.5,1226,420,122,1248,13,76,1.1317
3.6,15.9,1177,439,141,1261,13.7,70.9,1.1076
3.3,13.4,1098,461,139,1209,14,70.9,1.1244
2,8.8,932,238,105,1039,14.6,65.9,1.088
1.9,9.4,955,232,103,977,14.9,59.9,1.0063
2.2,9.7,967,241,108,976,14.9,58.4,0.9839
3.8,20.2,1301,496,149,1350,14.6,56.6,0.9367
3.5,14.2,1122,464,143,1215,12.6,62,0.9027
5.2,22.8,1373,600,159,1461,11.9,62.3,0.8674
6.3,28,1502,692,178,1598,11.6,64.3,0.8789
6.8,30.3,1559,731,168,1669,11.5,68,0.9207
4.1,12.4,1063,491,160,1223,10.7,73.9,0.9502
1.9,6.5,836,245,113,902,9.6,79.9,0.9579
2.2,7.5,880,273,113,933,9.8,79.4,0.9626
1.3,3.8,699,157,94,766,10.1,75.3,0.9322
1.2,3.8,701,117,76,749,9.1,80,0.9299
0.6,2.5,618,100,63,757,8.3,80.4,0.8861
0.9,3.3,671,135,74,792,8.9,79.2,0.9067
3.4,18.1,1243,641,121,1318,9,79.8,0.9203
5,24.6,1419,849,145,1547,9.5,78.3,0.9338
3.5,17.1,1212,737,182,1556,13.8,63.6,0.9959
4,19.3,1278,712,163,1582,13.6,65.6,1.0167
5.7,28.4,1514,933,178,1791,13.7,66.5,1.038
5,22.9,1375,836,162,1631,13,73,1.086
5.6,25.7,1446,987,171,1679,12.7,77.1,1.1251
6.2,26.8,1474,985,174,1681,12.3,79.7,1.1342
7.5,29.2,1532,1040,185,1718,12.3,78.8,1.1279
3,11.9,1047,401,126,1193,12.5,72.6,1.0489
2.6,10.1,981,279,113,1044,11.8,76.1,1.0544
2.1,7.2,865,280,111,925,11.3,79.9,1.0697
1.8,7.1,859,280,107,889,11.1,84.3,1.1137
2.2,8.1,903,316,102,958,11.6,81,1.1082
1.9,5.5,787,223,96,844,11.7,77.8,1.0689
1.6,5.7,796,180,86,830,11.7,78.6,1.0813
0.9,2.9,646,131,70,743,12,77.4,1.0825
0.9,4,711,189,74,819,12.4,75.3,1.0813
1.4,7.2,867,336,89,981,12.5,76.4,1.1021
4.2,21.6,1341,804,131,1480,12.9,73.8,1.0937
5,27.9,1501,860,139,1691,13.3,70.7,1.0749
4.4,19.2,1275,745,145,1548,14.3,66.1,1.0711
3.4,16.4,1191,685,137,1523,15.4,63.9,1.1071
2.8,14.8,1143,639,128,1406,15.9,62.7,1.1273
3.4,16.8,1205,668,128,1476,16.4,61.9,1.1465
2.9,16.9,1208,469,123,1481,18,58,1.1901
3.9,19,1269,605,136,1534,19.2,57.9,1.2757
4,19.8,1291,641,137,1592,18.1,62.1,1.2822
9.4,43.9,1851,1184,171,2069,15.4,73,1.2688
4.7,22,1351,741,127,1611,15.1,74.3,1.2623
4.8,20.9,1323,757,115,1487,14.2,78,1.254
3.2,13.1,1087,564,102,1208,14.1,81.4,1.3066
2.6,9.3,950,434,100,1043,14.4,82.7,1.3496
2.1,9.4,957,308,86,979,14.1,84.1,1.3461
0.7,2.5,623,103,74,720,13.9,85.1,1.3449
0.9,4,709,178,82,785,13.8,85.5,1.3469
1.5,7,857,289,96,903,13.8,85.3,1.3412
3.8,21.1,1328,736,124,1389,13.7,84.5,1.3202
6,29,1528,928,142,1649,13.9,83.9,1.3284
5.1,23,1377,897,154,1621,14.6,81.6,1.3448
3.6,13,1084,596,144,1362,15.8,74.7,1.3336
3.1,15.7,1169,495,139,1605,16.8,70.3,1.3341
3.3,18.1,1242,460,138,1608,17.9,66.3,1.3499
3.4,15.5,1163,445,134,1522,18.8,62.7,1.3506
6.9,32.6,1612,858,173,1885,17.7,68.3,1.3713
5.1,24,1404,634,134,1657,16.5,71.7,1.3358
4.9,23.6,1392,575,128,1645,15.7,72.7,1.2872
6.1,30.7,1568,738,132,1729,15,74.4,1.2593
6.2,20.9,1320,739,134,1556,14.6,75.2,1.2405
3.4,14,1117,542,101,1290,13.1,78.7,1.1817
3.5,13.7,1108,577,94,1287,12.6,78.4,1.1419
3.2,12.8,1077,568,99,1235,12.8,77.9,1.1438
2.9,11,1013,451,90,1144,12.1,79.4,1.1201
1.7,6.8,848,277,71,972,11.4,81.1,1.0928
1.7,7.4,876,291,66,968,11.5,81.7,1.1033
2.8,13.7,1108,510,90,1201,12.3,79,1.1293
2.5,9.6,963,451,102,1017,12.2,83.9,1.189
2.7,10.4,994,584,102,1039,12.2,85.1,1.2079
2.6,10.6,1002,492,122,1059,13,77.8,1.1641
3.1,11.9,1046,580,124,1213,11.8,86.5,1.1981
2.5,8.4,916,373,103,1003,11.9,85.7,1.1912
2.6,9.6,961,497,115,1017,11.9,88.7,1.2352
2.5,7.1,860,413,107,937,12.3,87,1.2422
2.3,8.3,912,444,120,987,12.7,84.4,1.2352
3.1,10.9,1012,533,120,1131,13.1,81.7,1.2284
1.9,6.9,852,325,108,969,13.1,80.4,1.2038
2.5,10.6,1000,439,115,1062,13.4,79.9,1.2254
3.1,9.4,956,506,124,1058,13.8,76.8,1.206
1.9,5.6,794,235,93,887,13.5,78.3,1.2097
2.4,6.3,826,378,103,911,13,79.2,1.182
2,6.5,834,304,106,914,12.4,77.5,1.1115
1.2,3.4,679,180,96,786,12.3,71.2,1.0175
1,2.8,639,148,81,727,12.3,67.5,0.9624
0.8,2,584,106,70,686,12.7,65.6,0.9566
0.6,1.5,543,87,60,648,12.5,65.9,0.9533
0.7,1.4,538,96,63,645,12.4,65.4,0.9426
0.9,2.4,610,130,68,696,13.1,62.4,0.9366
1,3.1,661,140,66,735,12.9,64.7,0.9564
1.3,4.4,733,176,72,803,13,67.6,1.009
2.4,6.7,842,309,89,882,12,80,1.1167
1.7,5.5,788,226,85,812,11.4,83.7,1.1278
1.1,2.8,640,154,77,682,11.3,81,1.0851
2.4,8.9,935,275,93,922,12,78.4,1.0954
2,4.6,746,281,103,833,12.1,75.5,1.0669
1.5,4.4,734,237,90,808,12.5,71.9,1.0351
1.7,4.4,733,225,93,790,12.6,70.5,1.0239
1,2.8,641,143,72,685,12.5,69.1,1.0003
1,3.3,672,146,73,706,13.1,64.3,0.9628
1,2.3,605,115,64,636,13.2,62.9,0.9517
0.9,3.2,662,125,66,678,13.3,63.6,0.9673
1.1,3.1,661,150,71,714,13.3,65.3,0.9948
0.6,1.7,562,78,54,646,11.9,79.6,1.1043
0.7,2.3,602,108,58,685,11.8,81.4,1.1238
0.9,3.8,701,181,72,750,12,80.1,1.1231
4.7,18.5,1254,698,161,1488,15.9,63.4,1.1349
3.2,13.2,1090,576,135,1424,18.5,52.9,1.1174
2.5,12,1049,438,119,1338,18.4,52.6,1.1064
3.8,19.9,1293,562,144,1559,19.4,49.8,1.1095
2.5,13.8,1112,323,109,1331,20.3,47.5,1.1187
2.7,15.6,1167,391,114,1315,18.7,53,1.1322
2.9,15.7,1170,379,115,1289,17.3,57.1,1.1161
3.1,18,1239,387,123,1389,16.4,59.5,1.1017
4,17.9,1238,433,138,1351,15.9,60.8,1.088
2.7,12.8,1077,337,112,1279,15.3,63.1,1.0872
1.5,5.8,804,236,79,994,14.6,64.7,1.0677
1.4,5.5,786,273,75,936,13,69.4,1.0364
1.1,3.5,680,211,70,826,13.1,67.4,1.0101
0.6,2.3,604,126,63,740,12.4,68.3,0.9801
0.8,2.8,641,146,67,783,14.1,60.6,0.9715
2.8,12.6,1070,450,98,1197,11.7,68.9,0.9439
3.3,17.3,1219,574,130,1472,14.5,61.1,1.0007
4.1,19.8,1292,679,155,1694,16.9,54.2,1.0371
3.5,21.6,1339,572,141,1639,17.4,53.3,1.0528
3,18,1239,396,118,1469,18.8,49.3,1.0581
3,13.7,1108,423,123,1250,19.2,47.1,1.0371
2.6,14.1,1121,356,117,1236,17.7,51.5,1.0315
2.6,13.9,1112,350,110,1212,16.5,54.6,1.0164
3.1,14.3,1126,359,115,1212,15.4,57.9,1.0068
3.2,13.3,1095,358,116,1195,15.2,58.4,1.0007
2.4,11,1013,355,104,1276,14.5,62.3,1.0216
1.8,7.7,887,244,92,1132,14.6,60.6,1.0033
1.9,7,856,176,81,1036,14.7,60.3,1.0031
1.4,4.4,731,170,77,911,15.3,59.1,1.0191
1.7,7.9,896,212,75,1033,11.6,72.5,0.9916
1,3.1,655,146,69,816,12,71.9,1.003
0.9,3.2,664,177,67,822,11.8,71.8,0.9909
1,4,713,172,68,841,11.8,71.4,0.9864
1,3.2,666,159,68,795,12.8,66.3,0.9804
1.1,4,712,184,69,831,13.2,65.2,0.9841
1.7,7.6,884,310,81,1025,13.1,66.2,0.9933
2.1,9.5,958,302,92,1181,16,58.1,1.0482
2.7,11.2,1022,424,113,1250,17.3,53.9,1.0562
2.3,6.9,855,258,98,1039,17.3,53.3,1.0407
1.2,4.6,742,179,82,899,16.7,54.7,1.0311
1.4,5.5,790,221,96,1019,15.4,58.9,1.02
1.9,6.5,834,303,107,1057,15.2,58,0.9927
2.6,10.3,987,429,119,1229,16.2,54.5,0.9956
2.4,8.9,935,357,114,1135,16.5,55.3,1.0267
3.5,14,1118,438,127,1188,14.6,72.1,1.1947
3.5,9.2,947,457,121,1060,13.9,76.7,1.2098
2.2,8.2,909,355,109,962,13.7,79.3,1.2326
2.3,7.2,866,348,107,939,13.8,77.3,1.2169
1.9,5.5,789,241,100,864,14.2,71.7,1.1578
1,2.9,649,134,83,741,14.9,65.7,1.105
0.4,0.7,466,33,30,449,14.8,65.5,1.0965
0.4,0.7,463,33,29,437,14.4,68.5,1.1158
0.6,1.3,530,112,63,512,14.6,56.7,0.9358
2,7.4,874,287,114,905,14.5,56.5,0.9306
1.4,4.7,750,263,102,790,14.3,55.4,0.9005
1.4,5.4,786,282,101,850,14.7,52.5,0.8716
1.5,5.4,785,286,103,870,15.5,51.7,0.9033
1.6,6,812,259,100,842,14.9,53.4,0.8998
1.8,7.1,863,265,95,886,15.2,51,0.8762
1.4,5.3,780,249,99,801,15.2,50.1,0.858
1.7,7.2,865,268,102,895,15.6,46.6,0.8176
1.7,5.7,799,226,105,827,14.8,48.4,0.8069
2.3,9.5,960,301,118,972,14.6,48,0.7902
2.6,10.3,987,285,124,964,14.5,45.4,0.7458
1.6,4.5,738,197,100,743,13.4,48.1,0.7374
0.8,2,583,105,66,517,12.3,48.7,0.6931
0.7,1.8,572,88,57,468,12,51.2,0.7179
0.6,1.9,574,92,58,461,11.9,54.6,0.7589
0.7,2.7,636,88,59,483,13.7,45,0.6991
0.7,2.7,633,90,60,482,14.7,37.5,0.622
0.3,0.5,437,31,27,324,12,37.3,0.5239
0.4,0.8,478,51,39,378,11.7,38.1,0.5223
1.4,5.6,795,315,110,822,12.3,35.8,0.5086
2.4,10.6,998,417,128,1060,12.9,34.5,0.5102
1.8,7.2,866,328,122,916,14.4,30.2,0.4911
1.5,6.2,822,300,110,807,17.1,23.5,0.453
1.7,8.4,914,324,111,834,18.1,20.8,0.4274
2.3,8.7,928,327,116,893,17.6,19.9,0.3952
4,16.5,1195,575,177,1244,14.6,23.7,0.3903
3.5,14.5,1132,460,151,1125,12.8,21.7,0.3182
2.6,8,900,386,147,946,12.7,21.3,0.3119
1.3,4.6,743,202,110,751,12.8,22.5,0.3309
1,3.4,674,162,99,670,12.6,23.4,0.3408
1.6,4.4,734,263,121,781,12.5,24,0.3462
1.1,3.8,702,159,103,842,11.9,32.4,0.4489
0.8,2.4,616,104,76,754,10.5,37.8,0.4799
1,4.3,728,221,107,905,7.8,47.4,0.5046
1.2,5.2,772,243,106,960,9.3,43.1,0.5062
1.7,8.4,914,356,124,1080,8.2,46.8,0.5091
2.4,14.1,1121,429,134,1209,10.7,34.2,0.439
2.8,13,1083,518,147,1243,14.4,28.2,0.4593
2.9,13.5,1100,460,146,1273,17.4,23.3,0.4599
2.6,12.5,1067,389,133,1216,17.8,23.6,0.4766
2.3,9,940,337,117,973,18.9,18.9,0.4091
1.7,6.1,815,254,109,827,18.4,19.7,0.4117
1.8,7.8,891,281,112,912,17.8,21,0.4234
2.5,11.5,1031,369,131,1084,16.1,23.4,0.4248
2,9.2,946,323,138,1026,14.6,24.6,0.4054
2.3,10.9,1011,340,142,1172,14.2,26.8,0.4332
2.9,11.6,1037,443,138,1452,13.3,38.7,0.5867
2,9,939,292,118,1317,11.2,45.1,0.6004
2.5,11.6,1036,372,120,1365,8.8,52.5,0.5969
3,11.7,1039,443,132,1378,8.6,54.3,0.606
2.4,11.3,1024,360,121,1246,8.1,53.2,0.5746
2.6,10.4,994,401,117,1186,6.8,57.8,0.5768
2.1,9.8,971,273,102,1187,5.4,64.1,0.5772
1.7,5.8,804,199,95,1007,5.6,61.6,0.5656
1.5,7,859,177,81,1019,4.2,69,0.5737
1.3,4,709,206,95,921,4.8,64.6,0.563
1.9,6.9,853,323,111,1038,4,69,0.5661
2,7.7,889,392,118,1105,4.9,66.3,0.5786
2.7,11.3,1025,395,128,1282,14.4,35.3,0.5763
3.2,13.7,1108,478,156,1494,15.1,37.4,0.6374
3.4,12.7,1075,470,169,1500,16,35.8,0.6456
3.2,14.5,1133,508,168,1463,17.5,30.8,0.6095
4.3,18.4,1251,596,178,1722,17.2,34.2,0.6669
4.6,16.4,1191,658,169,1796,11.6,51.2,0.6965
3.1,12.4,1065,409,133,1594,11.3,50.1,0.672
2.6,9.6,962,345,125,1389,10.6,51.2,0.6541
2.1,7.1,860,230,110,1238,9.6,51.7,0.6163
2.1,7.2,867,285,112,1221,8.7,55.2,0.6225
2.5,9.3,951,310,112,1254,7.9,60.2,0.6432
2,5.9,808,224,102,1098,7.9,59.2,0.6331
1.8,5.9,807,213,90,1044,6.7,64.6,0.6381
0.7,1.8,567,91,64,823,6.4,63.3,0.6123
0.9,3.1,655,178,81,908,6.4,64.4,0.6204
1.5,6.8,846,351,106,1076,5.6,68.9,0.6328
3.4,16.4,1193,587,140,1393,6.4,65.6,0.6348
3.2,17.3,1220,576,165,1594,9.6,53.7,0.6409
4.8,22.4,1362,920,214,1956,12,45.9,0.6421
3.5,17.9,1236,710,178,1872,12.7,44.4,0.6512
4.1,22.4,1363,696,187,2014,13.9,42.8,0.6761
4.5,30.1,1552,801,198,2104,16,38.6,0.6952
5.9,33.4,1628,1014,218,2140,14.1,44.9,0.7194
9.9,50.8,1983,1479,269,2523,12.6,55.9,0.8142
4.3,21.5,1338,729,183,1816,11.5,60.9,0.8249
2.9,15.5,1164,508,147,1587,10.6,64.1,0.8182
1.7,8.7,928,327,112,1287,9,70.1,0.8036
1.9,7.4,873,339,107,1193,8.6,70.5,0.7915
2,9.9,975,358,103,1223,7.6,74.3,0.7783
1.9,8.2,907,377,97,1122,6.9,76.1,0.759
0.8,3.2,663,165,74,866,6.8,75.4,0.7475
0.7,3,655,145,68,848,6.6,75.3,0.7378
1.1,5.4,784,282,92,959,6,77.3,0.7262
1.7,8.7,927,494,111,1154,6,76.7,0.722
3.1,15.4,1160,606,133,1373,6.9,73.7,0.7348
4.4,27.2,1483,581,139,1708,7.6,70.6,0.7371
5.6,30.7,1568,920,192,2097,9.3,64.2,0.7544
4.4,21.7,1342,786,206,2006,12.9,54.1,0.8003
4.2,21.8,1346,612,192,1945,15.1,50.2,0.8552
3.3,20.6,1314,524,188,1793,16.7,47.3,0.8883
5.1,27.2,1483,775,186,1962,16.8,48.4,0.9175
3.3,16.4,1191,403,130,1389,13.3,68,1.0376
3.1,13.4,1099,412,137,1268,13.2,72.8,1.0984
2.4,8.2,906,322,125,1046,12.6,76.5,1.1106
1.4,5.7,800,200,106,862,12.6,74.3,1.0843
1.4,5.6,794,199,101,788,13.1,70.5,1.0594
1.4,5.1,769,190,100,857,12.4,73.8,1.0574
1,4.2,719,153,86,845,11.8,76.3,1.0547
1.3,6.1,816,215,90,873,10.8,80,1.0367
2.1,11,1015,416,125,1063,9.4,67.7,0.8018
3.3,15.7,1170,567,153,1332,12.6,54,0.784
